label,y,file,window_start_s
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,0.0
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,16.0
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,32.0
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,48.0
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,64.0
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,80.0
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,96.0
normal_good,0,0004dbb9-c57b-442c-be97-3d24d722d5fa.ulg,112.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,0.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,16.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,32.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,48.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,64.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,80.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,96.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,112.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,128.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,144.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,160.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,176.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,192.0
normal_good,0,006b1399-5b55-4085-87a3-b08b39b6be1a.ulg,208.0
normal_good,0,01061f1b-a7c9-41cf-9ed2-65d31497608c.ulg,0.0
normal_good,0,01061f1b-a7c9-41cf-9ed2-65d31497608c.ulg,16.0
normal_good,0,01061f1b-a7c9-41cf-9ed2-65d31497608c.ulg,32.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,0.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,16.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,32.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,48.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,64.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,80.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,96.0
normal_good,0,01f55399-84d2-497a-8ed5-9a92abc9ac73.ulg,112.0
normal_good,0,028f6c5f-058a-4fee-ae5f-0a0f8df24774.ulg,0.0
normal_good,0,028f6c5f-058a-4fee-ae5f-0a0f8df24774.ulg,16.0
normal_good,0,03955d10-4d3d-4769-ba0d-e6b35cd58bae.ulg,0.0
normal_good,0,03955d10-4d3d-4769-ba0d-e6b35cd58bae.ulg,16.0
normal_good,0,03955d10-4d3d-4769-ba0d-e6b35cd58bae.ulg,32.0
normal_good,0,03955d10-4d3d-4769-ba0d-e6b35cd58bae.ulg,48.0
normal_good,0,03955d10-4d3d-4769-ba0d-e6b35cd58bae.ulg,64.0
normal_good,0,03955d10-4d3d-4769-ba0d-e6b35cd58bae.ulg,80.0
normal_good,0,03c7415d-6d6a-4bdf-82be-fa427cc6c250.ulg,0.0
normal_good,0,03c7415d-6d6a-4bdf-82be-fa427cc6c250.ulg,16.0
normal_good,0,03c7415d-6d6a-4bdf-82be-fa427cc6c250.ulg,32.0
normal_good,0,03c7415d-6d6a-4bdf-82be-fa427cc6c250.ulg,48.0
normal_good,0,03c7415d-6d6a-4bdf-82be-fa427cc6c250.ulg,64.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,0.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,16.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,32.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,48.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,64.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,80.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,96.0
normal_good,0,03fe170e-c358-4387-bf79-6ad9b59cd249.ulg,112.0
normal_good,0,04e3635c-9bb4-4928-bf6e-67c9033d2156.ulg,0.0
normal_good,0,04e3635c-9bb4-4928-bf6e-67c9033d2156.ulg,16.0
normal_good,0,04e3635c-9bb4-4928-bf6e-67c9033d2156.ulg,32.0
normal_good,0,051424bd-71f9-4f50-a957-6ea82a85f52f.ulg,0.0
normal_good,0,05873753-2643-41c3-90da-4d8a5c4ec471.ulg,0.0
normal_good,0,05873753-2643-41c3-90da-4d8a5c4ec471.ulg,16.0
normal_good,0,05873753-2643-41c3-90da-4d8a5c4ec471.ulg,32.0
normal_good,0,0908ad2c-0c9a-4d63-af79-47e79d0b6532.ulg,0.0
normal_good,0,0908ad2c-0c9a-4d63-af79-47e79d0b6532.ulg,16.0
normal_good,0,09198e44-cb31-4ae7-bc4d-0fda82b7a621.ulg,0.0
normal_good,0,09198e44-cb31-4ae7-bc4d-0fda82b7a621.ulg,16.0
normal_good,0,09198e44-cb31-4ae7-bc4d-0fda82b7a621.ulg,32.0
normal_good,0,09198e44-cb31-4ae7-bc4d-0fda82b7a621.ulg,48.0
normal_good,0,09198e44-cb31-4ae7-bc4d-0fda82b7a621.ulg,64.0
normal_good,0,09198e44-cb31-4ae7-bc4d-0fda82b7a621.ulg,80.0
normal_good,0,0b1a730d-147b-47e3-b25e-c56fe27dacf8.ulg,0.0
normal_good,0,0b1a730d-147b-47e3-b25e-c56fe27dacf8.ulg,16.0
normal_good,0,0b1a730d-147b-47e3-b25e-c56fe27dacf8.ulg,32.0
normal_good,0,0b1a730d-147b-47e3-b25e-c56fe27dacf8.ulg,48.0
normal_good,0,0b1a730d-147b-47e3-b25e-c56fe27dacf8.ulg,64.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,0.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,16.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,32.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,48.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,64.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,80.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,96.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,112.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,128.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,144.0
normal_good,0,0b7217d4-92e0-4479-bfb3-6b1b4422f249.ulg,160.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,0.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,16.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,32.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,48.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,64.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,80.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,96.0
normal_good,0,0bc1e835-ccd5-4b09-8992-184b6c42b456.ulg,112.0
normal_good,0,0dac7351-9a78-45cf-bb5c-851458980c2f.ulg,0.0
normal_good,0,0dac7351-9a78-45cf-bb5c-851458980c2f.ulg,16.0
normal_good,0,0de32cb0-a86a-4a44-b8c4-4c1a6b7146a1.ulg,0.0
normal_good,0,0de32cb0-a86a-4a44-b8c4-4c1a6b7146a1.ulg,16.0
normal_good,0,0ec04a15-ed3d-48c1-942d-77411802d359.ulg,0.0
normal_good,0,0ec04a15-ed3d-48c1-942d-77411802d359.ulg,16.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,0.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,16.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,32.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,48.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,64.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,80.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,96.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,112.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,128.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,144.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,160.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,176.0
normal_good,0,108e5729-67b7-4d93-ae8e-ff0f5df5a63c.ulg,192.0
normal_good,0,11a91b74-fbcb-4c7e-90db-a17bc33be3f2.ulg,0.0
normal_good,0,12422bd9-803c-4338-be59-54c840a142e6.ulg,0.0
normal_good,0,12422bd9-803c-4338-be59-54c840a142e6.ulg,16.0
normal_good,0,12422bd9-803c-4338-be59-54c840a142e6.ulg,32.0
normal_good,0,13b49ba9-33a6-4354-b7f0-151ea12a8829.ulg,0.0
normal_good,0,13b49ba9-33a6-4354-b7f0-151ea12a8829.ulg,16.0
normal_good,0,13b49ba9-33a6-4354-b7f0-151ea12a8829.ulg,32.0
normal_good,0,13d1f0b9-85a4-41f2-a347-5ad8efe44088.ulg,0.0
normal_good,0,13d1f0b9-85a4-41f2-a347-5ad8efe44088.ulg,16.0
normal_good,0,13d1f0b9-85a4-41f2-a347-5ad8efe44088.ulg,32.0
normal_good,0,13d1f0b9-85a4-41f2-a347-5ad8efe44088.ulg,48.0
normal_good,0,13d1f0b9-85a4-41f2-a347-5ad8efe44088.ulg,64.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,0.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,16.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,32.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,48.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,64.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,80.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,96.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,112.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,128.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,144.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,160.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,176.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,192.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,208.0
normal_good,0,15ce6e15-c49c-4a3e-b259-304b037ea52e.ulg,224.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,0.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,16.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,32.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,48.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,64.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,80.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,96.0
normal_good,0,164765f1-28ff-460b-bc45-1e53a7154cce.ulg,112.0
normal_good,0,17cae1f0-5f76-4ad5-830a-332ba7e92ec6.ulg,0.0
normal_good,0,17cae1f0-5f76-4ad5-830a-332ba7e92ec6.ulg,16.0
normal_good,0,17cae1f0-5f76-4ad5-830a-332ba7e92ec6.ulg,32.0
normal_good,0,17cae1f0-5f76-4ad5-830a-332ba7e92ec6.ulg,48.0
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,0.0
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,16.0
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,32.0
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,48.0
normal_good,0,19960f9c-0917-4512-ac89-4c03f7f2fc47.ulg,64.0
